,Latitude,Longitude,Depth,Magnitude,Distance,Is-erupting,Is-erupting-tomorrow,Is-erupting-next-week
4545,19.3043,-155.2303,8.08,1.72,14.2748,False,False,False
4546,19.3043,-155.2303,8.08,1.72,14.2748,False,False,False
4547,19.4148,-155.2677,15.54,3.64,2.1384,False,False,False
4548,19.4148,-155.2677,15.54,3.64,2.1384,False,False,False
4549,19.4157,-155.2643,15.06,2.15,2.4527,False,False,False
4550,19.4157,-155.2643,15.06,2.15,2.4527,False,False,False
4551,19.4168,-155.2658,15.16,1.55,2.272,False,False,False
4552,19.4168,-155.2658,15.16,1.55,2.272,False,False,False
4553,19.3657,-155.0277,5.54,1.68,27.8836,False,False,False
4554,19.3657,-155.0277,5.54,1.68,27.8836,False,False,False
4555,19.3652,-155.0685,4.44,1.15,23.7429,False,False,False
4556,19.3652,-155.0685,4.44,1.15,23.7429,False,False,False
4557,19.2833,-155.356,4.59,1.8,16.9364,False,False,False
4558,19.2833,-155.356,4.59,1.8,16.9364,False,False,False
4559,19.3408,-155.2148,8.53,2.36,11.6998,False,False,False
4560,19.3408,-155.2148,8.53,2.36,11.6998,False,False,False
4561,19.3112,-155.2118,6.37,1.63,14.5362,False,False,False
4562,19.3112,-155.2118,6.37,1.63,14.5362,False,False,False
4563,19.329,-155.1927,7.52,2.27,14.2304,False,False,False
4564,19.329,-155.1927,7.52,2.27,14.2304,False,False,False
4565,19.331,-155.2147,7.16,1.76,12.5567,False,False,False
4566,19.331,-155.2147,7.16,1.76,12.5567,False,False,False
4567,19.2695,-155.3753,5.87,1.13,19.2252,False,False,False
4568,19.2695,-155.3753,5.87,1.13,19.2252,False,False,False
4569,19.3728,-155.461,6.45,1.15,19.0202,False,False,False
4570,19.3728,-155.461,6.45,1.15,19.0202,False,False,False
4571,19.3245,-155.1807,7.28,1.89,15.4753,False,False,False
4572,19.3245,-155.1807,7.28,1.89,15.4753,False,False,False
4573,19.367,-155.0108,3.79,1.6,29.5854,False,False,False
4574,19.367,-155.0108,3.79,1.6,29.5854,False,False,False
4575,19.3492,-155.0563,4.65,1.53,25.4817,False,False,False
4576,19.3492,-155.0563,4.65,1.53,25.4817,False,False,False
4577,19.363,-155.0643,6.51,1.52,24.2325,False,False,False
4578,19.363,-155.0643,6.51,1.52,24.2325,False,False,False
4579,19.3387,-155.217,6.67,1.61,11.732999999999999,False,False,False
4580,19.3387,-155.217,6.67,1.61,11.732999999999999,False,False,False
4581,19.415,-155.2648,14.89,1.45,2.4221,False,False,False
4582,19.415,-155.2648,14.89,1.45,2.4221,False,False,False
4583,19.4408,-155.4875,10.73,2.56,21.1395,False,False,False
4584,19.4408,-155.4875,10.73,2.56,21.1395,False,False,False
4585,19.3533,-155.039,5.87,1.79,27.0803,False,False,False
4586,19.3533,-155.039,5.87,1.79,27.0803,False,False,False
4587,19.4077,-155.4258,8.15,1.77,14.6309,False,False,False
4588,19.4077,-155.4258,8.15,1.77,14.6309,False,False,False
4589,19.3293,-155.2175,6.4,1.59,12.5349,False,False,False
4590,19.3293,-155.2175,6.4,1.59,12.5349,False,False,False
4591,19.3388,-155.1558,6.85,1.68,16.5211,False,False,False
4592,19.3388,-155.1558,6.85,1.68,16.5211,False,False,False
4593,19.4062,-155.2803,1.61,0.98,1.7895,False,False,False
4594,19.3288,-155.2685,8.04,2.31,10.4342,False,False,False
4595,19.3407,-155.22,7.76,2.06,11.3631,False,False,False
4596,19.3407,-155.22,7.76,2.06,11.3631,False,False,False
4597,19.3577,-155.4718,9.18,1.56,20.6215,False,False,False
4598,19.3577,-155.4718,9.18,1.56,20.6215,False,False,False
4599,19.3598,-155.4755,8.92,1.59,20.9094,False,False,False
4600,19.3598,-155.4755,8.92,1.59,20.9094,False,False,False
4601,19.3083,-155.2572,6.24,2.11,12.9157,False,False,False
4602,19.3083,-155.2572,6.24,2.11,12.9157,False,False,False
4603,19.3892,-155.4183,8.1,2.13,14.217,False,False,False
4604,19.3892,-155.4183,8.1,2.13,14.217,False,False,False
4605,19.3703,-155.08700000000002,7.16,2.0,21.7215,False,False,False
4606,19.3703,-155.08700000000002,7.16,2.0,21.7215,False,False,False
4607,19.4293,-155.452,10.97,6.72,17.3271,False,False,False
4608,19.4293,-155.452,10.97,6.72,17.3271,False,False,False
4609,19.4262,-155.3557,6.86,1.56,7.2272,False,False,False
4610,19.4262,-155.3557,6.86,1.56,7.2272,False,False,False
4611,19.406,-155.4535,9.68,2.67,17.5405,False,False,False
4612,19.406,-155.4535,9.68,2.67,17.5405,False,False,False
4613,19.4185,-155.3335,1.74,2.55,4.8839999999999995,False,False,False
4614,19.4185,-155.3335,1.74,2.55,4.8839999999999995,False,False,False
4615,19.4593,-155.4423,7.02,2.74,16.8315,False,False,False
4616,19.4593,-155.4423,7.02,2.74,16.8315,False,False,False
4617,19.2302,-155.3702,5.53,2.27,22.9418,False,False,False
4618,19.2302,-155.3702,5.53,2.27,22.9418,False,False,False
4619,19.387,-155.4993,1.86,1.92,22.5842,False,False,False
4620,19.387,-155.4993,1.86,1.92,22.5842,False,False,False
4621,19.4273,-155.4892,9.6,1.88,21.2152,False,False,False
4622,19.4273,-155.4892,9.6,1.88,21.2152,False,False,False
4623,19.4175,-155.5053,12.28,1.87,22.896,False,False,False
4624,19.4175,-155.5053,12.28,1.87,22.896,False,False,False
4625,19.4108,-155.4323,10.81,1.58,15.2797,False,False,False
4626,19.4108,-155.4323,10.81,1.58,15.2797,False,False,False
4627,19.4213,-155.3527,9.69,1.61,6.8896,False,False,False
4628,19.4213,-155.3527,9.69,1.61,6.8896,False,False,False
4629,19.3413,-155.2715,1.29,2.59,9.0101,False,False,False
4630,19.3413,-155.2715,1.29,2.59,9.0101,False,False,False
4631,19.4752,-155.4095,1.36,1.76,14.1876,False,False,False
4632,19.4752,-155.4095,1.36,1.76,14.1876,False,False,False
4633,19.2638,-155.3813,4.93,2.84,20.0855,False,False,False
4634,19.2638,-155.3813,4.93,2.84,20.0855,False,False,False
4635,19.423,-155.3263,5.25,2.85,4.127,False,False,False
4636,19.423,-155.3263,5.25,2.85,4.127,False,False,False
4637,19.3862,-155.4333,11.99,1.59,15.824000000000002,False,False,False
4638,19.3862,-155.4333,11.99,1.59,15.824000000000002,False,False,False
4639,19.4172,-155.2635,14.96,2.5,2.5006,False,False,False
4640,19.4172,-155.2635,14.96,2.5,2.5006,False,False,False
4641,19.292,-155.4668,9.53,2.81,23.697,False,False,False
4642,19.292,-155.4668,9.53,2.81,23.697,False,False,False
4643,19.4467,-155.401,10.41,2.63,12.2906,False,False,False
4644,19.4467,-155.401,10.41,2.63,12.2906,False,False,False
4645,19.42,-155.3633,12.63,2.59,8.002,False,False,False
4646,19.42,-155.3633,12.63,2.59,8.002,False,False,False
4647,19.2987,-155.2195,7.01,2.47,15.3324,False,False,False
4648,19.2987,-155.2195,7.01,2.47,15.3324,False,False,False
4649,19.366,-155.3563,9.45,1.55,9.4989,False,False,False
4650,19.366,-155.3563,9.45,1.55,9.4989,False,False,False
4651,19.3845,-155.3712,10.87,1.62,9.7186,False,False,False
4652,19.3845,-155.3712,10.87,1.62,9.7186,False,False,False
4653,19.3863,-155.488,11.84,1.59,21.4306,False,False,False
4654,19.3863,-155.488,11.84,1.59,21.4306,False,False,False
4655,19.4222,-155.4613,9.25,1.77,18.2786,False,False,False
4656,19.4222,-155.4613,9.25,1.77,18.2786,False,False,False
4657,19.436,-155.3635,11.6,1.69,8.1933,False,False,False
4658,19.436,-155.3635,11.6,1.69,8.1933,False,False,False
4659,19.4678,-155.4358,9.97,1.79,16.4468,False,False,False
4660,19.4678,-155.4358,9.97,1.79,16.4468,False,False,False
4661,19.3813,-155.418,13.66,1.43,14.4309,False,False,False
4662,19.3813,-155.418,13.66,1.43,14.4309,False,False,False
4663,19.4507,-155.4535,2.31,2.92,17.7683,False,False,False
4664,19.4507,-155.4535,2.31,2.92,17.7683,False,False,False
4665,19.385,-155.4485,11.18,2.14,17.4044,False,False,False
4666,19.385,-155.4485,11.18,2.14,17.4044,False,False,False
4667,19.4103,-155.3575,10.4,1.98,7.4883,False,False,False
4668,19.4103,-155.3575,10.4,1.98,7.4883,False,False,False
4669,19.4337,-155.463,17.2,1.99,18.5097,False,False,False
4670,19.4337,-155.463,17.2,1.99,18.5097,False,False,False
4671,19.3798,-155.4323,11.16,1.58,15.9127,False,False,False
4672,19.3798,-155.4323,11.16,1.58,15.9127,False,False,False
4673,19.3482,-155.3833,11.35,1.66,12.9443,False,False,False
4674,19.3482,-155.3833,11.35,1.66,12.9443,False,False,False
4675,19.423,-155.3373,2.77,1.77,5.2792,False,False,False
4676,19.423,-155.3373,2.77,1.77,5.2792,False,False,False
4677,19.4323,-155.4533,9.79,1.62,17.4839,False,False,False
4678,19.4323,-155.4533,9.79,1.62,17.4839,False,False,False
4679,19.3233,-155.496,8.77,1.65,24.4677,False,False,False
4680,19.3233,-155.496,8.77,1.65,24.4677,False,False,False
4681,19.4233,-155.4977,9.55,1.69,22.0967,False,False,False
4682,19.4233,-155.4977,9.55,1.69,22.0967,False,False,False
4683,19.3417,-155.4065,12.99,1.7,15.3253,False,False,False
4684,19.3417,-155.4065,12.99,1.7,15.3253,False,False,False
4685,19.465999999999998,-155.4377,8.63,2.14,16.5745,False,False,False
4686,19.465999999999998,-155.4377,8.63,2.14,16.5745,False,False,False
4687,19.4272,-155.5117,11.32,2.72,23.5732,False,False,False
4688,19.4272,-155.5117,11.32,2.72,23.5732,False,False,False
4689,19.4615,-155.4135,10.06,2.54,14.0076,False,False,False
4690,19.4615,-155.4135,10.06,2.54,14.0076,False,False,False
4691,19.4238,-155.4663,11.53,2.28,18.805,False,False,False
4692,19.4238,-155.4663,11.53,2.28,18.805,False,False,False
4693,19.3668,-155.4278,12.46,1.59,15.95,False,False,False
4694,19.3668,-155.4278,12.46,1.59,15.95,False,False,False
4695,19.3932,-155.516,12.1,1.78,24.2147,False,False,False
4696,19.3932,-155.516,12.1,1.78,24.2147,False,False,False
4697,19.2423,-155.378,3.49,1.31,22.0454,False,False,False
4698,19.2423,-155.378,3.49,1.31,22.0454,False,False,False
4699,19.4543,-155.4003,11.33,1.86,12.4437,False,False,False
4700,19.4543,-155.4003,11.33,1.86,12.4437,False,False,False
4701,19.3445,-155.0395,9.36,2.56,27.3193,False,False,False
4702,19.3445,-155.0395,9.36,2.56,27.3193,False,False,False
4703,19.3312,-155.4285,10.13,2.03,17.8888,False,False,False
4704,19.3312,-155.4285,10.13,2.03,17.8888,False,False,False
4705,19.482,-155.4538,11.32,2.2,18.7578,False,False,False
4706,19.482,-155.4538,11.32,2.2,18.7578,False,False,False
4707,19.475,-155.4318,9.88,2.6,16.3264,False,False,False
4708,19.475,-155.4318,9.88,2.6,16.3264,False,False,False
4709,19.409000000000002,-155.3637,11.38,2.01,8.1533,False,False,False
4710,19.409000000000002,-155.3637,11.38,2.01,8.1533,False,False,False
4711,19.5235,-155.4663,6.54,2.84,21.9822,False,False,False
4712,19.5235,-155.4663,6.54,2.84,21.9822,False,False,False
4713,19.4602,-155.405,11.4,2.01,13.118,False,False,False
4714,19.4602,-155.405,11.4,2.01,13.118,False,False,False
4715,19.4603,-155.3805,3.62,2.15,10.7336,False,False,False
4716,19.4603,-155.3805,3.62,2.15,10.7336,False,False,False
4717,19.3822,-155.5047,11.43,2.0,23.2363,False,False,False
4718,19.3822,-155.5047,11.43,2.0,23.2363,False,False,False
4719,19.3917,-155.42,10.56,1.57,14.3239,False,False,False
4720,19.3917,-155.42,10.56,1.57,14.3239,False,False,False
4721,19.468,-155.4388,10.31,1.85,16.7525,False,False,False
4722,19.468,-155.4388,10.31,1.85,16.7525,False,False,False
4723,19.4458,-155.3803,9.78,2.65,10.1644,False,False,False
4724,19.4458,-155.3803,9.78,2.65,10.1644,False,False,False
4725,19.3238,-155.5083,10.01,2.07,25.6067,False,False,False
4726,19.3238,-155.5083,10.01,2.07,25.6067,False,False,False
4727,19.4855,-155.3958,11.75,4.23,13.4745,False,False,False
4728,19.4855,-155.3958,11.75,4.23,13.4745,False,False,False
4729,19.3805,-155.4442,10.43,2.0,17.090999999999998,False,False,False
4730,19.3805,-155.4442,10.43,2.0,17.090999999999998,False,False,False
4731,19.4003,-155.359,11.26,2.97,7.8937,False,False,False
4732,19.4003,-155.359,11.26,2.97,7.8937,False,False,False
4733,19.3248,-155.4495,11.33,1.67,20.1242,False,False,False
4734,19.3248,-155.4495,11.33,1.67,20.1242,False,False,False
4735,19.4027,-155.4268,10.46,1.69,14.8016,False,False,False
4736,19.4027,-155.4268,10.46,1.69,14.8016,False,False,False
4737,19.3728,-155.3682,10.21,1.7,10.0624,False,False,False
4738,19.3728,-155.3682,10.21,1.7,10.0624,False,False,False
4739,19.3858,-155.4367,10.33,1.89,16.1807,False,False,False
4740,19.3858,-155.4367,10.33,1.89,16.1807,False,False,False
4741,19.4665,-155.3702,1.75,1.79,10.0845,False,False,False
4742,19.4665,-155.3702,1.75,1.79,10.0845,False,False,False
4743,19.457,-155.4092,1.23,2.18,13.4239,False,False,False
4744,19.457,-155.4092,1.23,2.18,13.4239,False,False,False
4745,19.2243,-155.3895,6.63,1.72,24.3733,False,False,False
4746,19.2243,-155.3895,6.63,1.72,24.3733,False,False,False
4747,19.4467,-155.4402,3.01,2.61,16.3165,False,False,False
4748,19.4467,-155.4402,3.01,2.61,16.3165,False,False,False
4749,19.3462,-155.3658,8.86,1.74,11.7257,False,False,False
4750,19.3462,-155.3658,8.86,1.74,11.7257,False,False,False
4751,19.3362,-155.5055,7.2,1.79,24.7832,False,False,False
4752,19.3362,-155.5055,7.2,1.79,24.7832,False,False,False
4753,19.4768,-155.3672,5.42,2.01,10.4501,False,False,False
4754,19.4768,-155.3672,5.42,2.01,10.4501,False,False,False
4755,19.3928,-155.4347,11.06,3.15,15.8043,False,False,False
4756,19.3928,-155.4347,11.06,3.15,15.8043,False,False,False
4757,19.3617,-155.4665,9.46,1.96,19.9483,False,False,False
4758,19.3617,-155.4665,9.46,1.96,19.9483,False,False,False
4759,19.4283,-155.3412,8.46,1.67,5.7411,False,False,False
4760,19.4283,-155.3412,8.46,1.67,5.7411,False,False,False
4761,19.4537,-155.3883,8.4,2.57,11.2269,False,False,False
4762,19.4537,-155.3883,8.4,2.57,11.2269,False,False,False
4763,19.4543,-155.3917,9.38,3.14,11.5859,False,False,False
4764,19.4543,-155.3917,9.38,3.14,11.5859,False,False,False
4765,19.3837,-155.4438,9.92,2.11,16.9599,False,False,False
4766,19.3837,-155.4438,9.92,2.11,16.9599,False,False,False
4767,19.2663,-155.3588,6.3,1.73,18.7789,False,False,False
4768,19.2663,-155.3588,6.3,1.73,18.7789,False,False,False
4769,19.4293,-155.4655,4.97,1.8,18.7409,False,False,False
4770,19.4293,-155.4655,4.97,1.8,18.7409,False,False,False
4771,19.4225,-155.356,3.91,2.04,7.2375,False,False,False
4772,19.4225,-155.356,3.91,2.04,7.2375,False,False,False
4773,19.4328,-155.4963,10.18,2.82,21.987,False,False,False
4774,19.4328,-155.4963,10.18,2.82,21.987,False,False,False
4775,19.4198,-155.3285,3.49,1.56,4.3538,False,False,False
4776,19.4198,-155.3285,3.49,1.56,4.3538,False,False,False
4777,19.5352,-155.4632,2.65,2.05,22.4149,False,False,False
4778,19.5352,-155.4632,2.65,2.05,22.4149,False,False,False
4779,19.4185,-155.4798,8.24,1.59,20.2203,False,False,False
4780,19.4185,-155.4798,8.24,1.59,20.2203,False,False,False
4781,19.3415,-155.4018,12.5,1.87,14.937999999999999,False,False,False
4782,19.3415,-155.4018,12.5,1.87,14.937999999999999,False,False,False
4783,19.396,-155.4447,11.1,2.5,16.7707,False,False,False
4784,19.396,-155.4447,11.1,2.5,16.7707,False,False,False
4785,19.3385,-155.3977,12.64,2.15,14.798,False,False,False
4786,19.3385,-155.3977,12.64,2.15,14.798,False,False,False
4787,19.4165,-155.3292,4.22,2.98,4.4534,False,False,False
4788,19.4165,-155.3292,4.22,2.98,4.4534,False,False,False
4789,19.4177,-155.3258,4.59,2.55,4.0852,False,False,False
4790,19.4177,-155.3258,4.59,2.55,4.0852,False,False,False
4791,19.4488,-155.3868,1.29,1.09,10.9117,False,False,False
4792,19.4488,-155.3868,1.29,1.09,10.9117,False,False,False
4793,19.4398,-155.493,9.39,1.21,21.7022,False,False,False
4794,19.4398,-155.493,9.39,1.21,21.7022,False,False,False
4795,19.4262,-155.325,5.81,3.45,4.0264,False,False,False
4796,19.4262,-155.325,5.81,3.45,4.0264,False,False,False
4797,19.4098,-155.3613,11.25,1.79,7.8906,False,False,False
4798,19.4098,-155.3613,11.25,1.79,7.8906,False,False,False
4799,19.4693,-155.4517,8.24,2.92,18.0848,False,False,False
4800,19.4693,-155.4517,8.24,2.92,18.0848,False,False,False
4801,19.4068,-155.4692,8.48,1.18,19.1726,False,False,False
4802,19.4068,-155.4692,8.48,1.18,19.1726,False,False,False
4803,19.5227,-155.4428,3.08,1.71,19.8659,False,False,False
4804,19.5227,-155.4428,3.08,1.71,19.8659,False,False,False
4805,19.3077,-155.2227,5.51,1.46,14.2906,False,False,False
4806,19.3077,-155.2227,5.51,1.46,14.2906,False,False,False
4807,19.3702,-155.4718,6.86,2.55,20.1887,False,False,False
4808,19.3702,-155.4718,6.86,2.55,20.1887,False,False,False
4809,19.4927,-155.4325,2.54,2.7,17.2125,False,False,False
4810,19.4927,-155.4325,2.54,2.7,17.2125,False,False,False
4811,19.2488,-155.2638,6.9,0.96,19.3019,False,False,False
4812,19.2488,-155.2638,6.9,0.96,19.3019,False,False,False
4813,19.4618,-155.4155,9.23,1.63,14.2169,False,False,False
4814,19.4618,-155.4155,9.23,1.63,14.2169,False,False,False
4815,19.3727,-155.4412,10.17,1.82,17.0412,False,False,False
4816,19.3727,-155.4412,10.17,1.82,17.0412,False,False,False
4817,19.2888,-155.2535,4.49,1.17,15.1143,False,False,False
4818,19.2888,-155.2535,4.49,1.17,15.1143,False,False,False
4819,19.4873,-155.4548,6.05,1.56,19.0752,False,False,False
4820,19.4873,-155.4548,6.05,1.56,19.0752,False,False,False
4821,19.292,-155.255,4.36,1.43,14.7318,False,False,False
4822,19.292,-155.255,4.36,1.43,14.7318,False,False,False
4823,19.4547,-155.393,12.38,2.3,11.7293,False,False,False
4824,19.4547,-155.393,12.38,2.3,11.7293,False,False,False
4825,19.2997,-155.2178,4.2,1.81,15.3176,False,False,False
4826,19.2997,-155.2178,4.2,1.81,15.3176,False,False,False
4827,19.4333,-155.3295,1.86,1.73,4.6616,False,False,False
4828,19.4333,-155.3295,1.86,1.73,4.6616,False,False,False
4829,19.425,-155.3253,3.62,1.62,4.0407,False,False,False
4830,19.425,-155.3253,3.62,1.62,4.0407,False,False,False
4831,19.4592,-155.4343,6.93,1.6,16.0184,False,False,False
4832,19.4592,-155.4343,6.93,1.6,16.0184,False,False,False
4833,19.379,-155.4513,7.94,2.08,17.8534,False,False,False
4834,19.379,-155.4513,7.94,2.08,17.8534,False,False,False
4835,19.3615,-155.47299999999998,10.59,3.44,20.6001,False,False,False
4836,19.3615,-155.47299999999998,10.59,3.44,20.6001,False,False,False
4837,19.4982,-155.4942,2.92,1.69,23.3578,False,False,False
4838,19.4982,-155.4942,2.92,1.69,23.3578,False,False,False
4839,19.4615,-155.4373,7.04,2.0,16.3903,False,False,False
4840,19.4615,-155.4373,7.04,2.0,16.3903,False,False,False
4841,19.4648,-155.4007,4.17,2.08,12.8781,False,False,False
4842,19.4648,-155.4007,4.17,2.08,12.8781,False,False,False
4843,19.2868,-155.226,4.71,1.34,16.2368,False,False,False
4844,19.2868,-155.226,4.71,1.34,16.2368,False,False,False
4845,19.289,-155.2227,5.41,1.99,16.1537,False,False,False
4846,19.289,-155.2227,5.41,1.99,16.1537,False,False,False
4847,19.4595,-155.4295,9.39,2.15,15.5429,False,False,False
4848,19.4595,-155.4295,9.39,2.15,15.5429,False,False,False
4849,19.3558,-155.3693,10.47,1.67,11.2727,False,False,False
4850,19.3558,-155.3693,10.47,1.67,11.2727,False,False,False
4851,19.3803,-155.4125,8.91,1.82,13.9186,False,False,False
4852,19.3803,-155.4125,8.91,1.82,13.9186,False,False,False
4853,19.4715,-155.475,8.88,1.46,20.4961,False,False,False
4854,19.4715,-155.475,8.88,1.46,20.4961,False,False,False
4855,19.418,-155.3282,4.51,1.58,4.3332,False,False,False
4856,19.418,-155.3282,4.51,1.58,4.3332,False,False,False
4857,19.4333,-155.4687,10.2,2.0,19.1026,False,False,False
4858,19.4333,-155.4687,10.2,2.0,19.1026,False,False,False
4859,19.205,-155.368,1.51,1.4,25.4777,False,False,False
4860,19.205,-155.368,1.51,1.4,25.4777,False,False,False
4861,19.4052,-155.4928,8.88,1.62,21.654,False,False,False
4862,19.4052,-155.4928,8.88,1.62,21.654,False,False,False
4863,19.2833,-155.2185,4.7,1.88,16.9142,False,False,False
4864,19.2833,-155.2185,4.7,1.88,16.9142,False,False,False
4865,19.4578,-155.4013,7.97,1.77,12.6641,False,False,False
4866,19.4578,-155.4013,7.97,1.77,12.6641,False,False,False
4867,19.461,-155.42600000000002,7.78,2.01,15.2382,False,False,False
4868,19.461,-155.42600000000002,7.78,2.01,15.2382,False,False,False
4869,19.3875,-155.4582,9.87,1.81,18.3373,False,False,False
4870,19.3875,-155.4582,9.87,1.81,18.3373,False,False,False
4871,19.3605,-155.3652,9.06,1.5,10.6079,False,False,False
4872,19.3605,-155.3652,9.06,1.5,10.6079,False,False,False
4873,19.3348,-155.1315,6.68,2.41,18.9193,False,False,False
4874,19.3348,-155.1315,6.68,2.41,18.9193,False,False,False
4875,19.3048,-155.2177,5.89,1.61,14.8258,False,False,False
4876,19.3048,-155.2177,5.89,1.61,14.8258,False,False,False
4877,19.3638,-155.3607,9.84,1.76,10.0102,False,False,False
4878,19.3638,-155.3607,9.84,1.76,10.0102,False,False,False
4879,19.4485,-155.3885,10.22,1.71,11.0735,False,False,False
4880,19.4485,-155.3885,10.22,1.71,11.0735,False,False,False
4881,19.3818,-155.4333,10.63,1.68,15.9509,False,False,False
4882,19.3818,-155.4333,10.63,1.68,15.9509,False,False,False
4883,19.5003,-155.3793,7.87,2.66,13.0917,False,False,False
4884,19.5003,-155.3793,7.87,2.66,13.0917,False,False,False
4885,19.4347,-155.3513,5.58,2.15,6.9124,False,False,False
4886,19.4347,-155.3513,5.58,2.15,6.9124,False,False,False
4887,19.4222,-155.326,8.49,1.79,4.0917,False,False,False
4888,19.4222,-155.326,8.49,1.79,4.0917,False,False,False
4889,19.4472,-155.3953,11.04,1.83,11.7238,False,False,False
4890,19.4472,-155.3953,11.04,1.83,11.7238,False,False,False
4891,19.4695,-155.4183,9.63,1.52,14.7855,False,False,False
4892,19.4695,-155.4183,9.63,1.52,14.7855,False,False,False
4893,19.4673,-155.358,1.49,2.48,9.0512,False,False,False
4894,19.4673,-155.358,1.49,2.48,9.0512,False,False,False
4895,19.3713,-155.4017,11.61,1.67,13.2386,False,False,False
4896,19.3713,-155.4017,11.61,1.67,13.2386,False,False,False
4897,19.475,-155.4373,9.8,2.14,16.864,False,False,False
4898,19.475,-155.4373,9.8,2.14,16.864,False,False,False
4899,19.3907,-155.4537,10.74,1.71,17.8045,False,False,False
4900,19.3907,-155.4537,10.74,1.71,17.8045,False,False,False
4901,19.3532,-155.5167,8.63,2.43,25.2449,False,False,False
4902,19.3532,-155.5167,8.63,2.43,25.2449,False,False,False
4903,19.3988,-155.5013,7.65,2.02,22.6096,False,False,False
4904,19.3988,-155.5013,7.65,2.02,22.6096,False,False,False
4905,19.3573,-155.363,9.28,1.94,10.6635,False,False,False
4906,19.3573,-155.363,9.28,1.94,10.6635,False,False,False
4907,19.4562,-155.4272,4.74,2.21,15.2128,False,False,False
4908,19.4562,-155.4272,4.74,2.21,15.2128,False,False,False
4909,19.3857,-155.49200000000002,10.1,1.62,21.8554,False,False,False
4910,19.3857,-155.49200000000002,10.1,1.62,21.8554,False,False,False
4911,19.5013,-155.453,3.48,3.15,19.5604,False,False,False
4912,19.5013,-155.453,3.48,3.15,19.5604,False,False,False
4913,19.199,-155.3738,6.97,2.13,26.3121,False,False,False
4914,19.199,-155.3738,6.97,2.13,26.3121,False,False,False
4915,19.3152,-155.4993,7.79,1.4,25.1868,False,False,False
4916,19.3152,-155.4993,7.79,1.4,25.1868,False,False,False
4917,19.421,-155.4955,8.6,2.7,21.8647,False,False,False
4918,19.421,-155.4955,8.6,2.7,21.8647,False,False,False
4919,19.4473,-155.4,11.95,1.9,12.2044,False,False,False
4920,19.4473,-155.4,11.95,1.9,12.2044,False,False,False
4921,19.4637,-155.4523,7.28,1.42,17.9707,False,False,False
4922,19.4637,-155.4523,7.28,1.42,17.9707,False,False,False
4923,19.4167,-155.4253,10.26,1.64,14.511,False,False,False
4924,19.4167,-155.4253,10.26,1.64,14.511,False,False,False
4925,19.4267,-155.4742,9.23,2.23,19.6409,False,False,False
4926,19.4267,-155.4742,9.23,2.23,19.6409,False,False,False
4927,19.492,-155.4963,2.36,2.86,23.3208,False,False,False
4928,19.492,-155.4963,2.36,2.86,23.3208,False,False,False
4929,19.4755,-155.4395,2.12,1.47,17.0993,False,False,False
4930,19.4755,-155.4395,2.12,1.47,17.0993,False,False,False
4931,19.2338,-155.3548,5.97,1.13,21.9977,False,False,False
4932,19.2338,-155.3548,5.97,1.13,21.9977,False,False,False
4933,19.3093,-155.2568,7.48,1.67,12.8182,False,False,False
4934,19.3093,-155.2568,7.48,1.67,12.8182,False,False,False
4935,19.4173,-155.3218,3.87,1.91,3.6723,False,False,False
4936,19.4173,-155.3218,3.87,1.91,3.6723,False,False,False
4937,19.4252,-155.3348,8.45,1.72,5.0341,False,False,False
4938,19.4252,-155.3348,8.45,1.72,5.0341,False,False,False
4939,19.2995,-155.2638,10.0,3.25,13.7277,False,False,False
4940,19.2995,-155.2638,10.0,3.25,13.7277,False,False,False
4941,19.3802,-155.4735,2.0,1.98,20.0793,False,False,False
4942,19.3802,-155.4735,2.0,1.98,20.0793,False,False,False
4943,19.4427,-155.381,6.77,2.04,10.1477,False,False,False
4944,19.4427,-155.381,6.77,2.04,10.1477,False,False,False
4945,19.2557,-155.4378,3.62,0.89,24.2523,False,False,False
4946,19.2557,-155.4378,3.62,0.89,24.2523,False,False,False
4947,19.352,-155.3985,10.38,2.5,13.9871,False,False,False
4948,19.352,-155.3985,10.38,2.5,13.9871,False,False,False
4949,19.4825,-155.4198,2.92,1.98,15.5123,False,False,False
4950,19.4825,-155.4198,2.92,1.98,15.5123,False,False,False
4951,19.468,-155.4282,7.99,2.22,15.7003,False,False,False
4952,19.468,-155.4282,7.99,2.22,15.7003,False,False,False
4953,19.4762,-155.4248,6.14,1.54,15.6978,False,False,False
4954,19.4762,-155.4248,6.14,1.54,15.6978,False,False,False
4955,19.42,-155.3237,4.97,1.79,3.85,False,False,False
4956,19.42,-155.3237,4.97,1.79,3.85,False,False,False
4957,19.5223,-155.4583,3.96,2.36,21.1984,False,False,False
4958,19.5223,-155.4583,3.96,2.36,21.1984,False,False,False
4959,19.4067,-155.3572,11.36,1.76,7.5315,False,False,False
4960,19.4067,-155.3572,11.36,1.76,7.5315,False,False,False
4961,19.416,-155.4993,10.48,2.21,22.2705,False,False,False
4962,19.416,-155.4993,10.48,2.21,22.2705,False,False,False
4963,19.383,-155.4533,10.18,2.69,17.9458,False,False,False
4964,19.383,-155.4533,10.18,2.69,17.9458,False,False,False
4965,19.4282,-155.3308,3.78,0.65,4.6621,False,False,False
4966,19.4282,-155.3308,3.78,0.65,4.6621,False,False,False
4967,19.4102,-155.359,10.98,1.82,7.6454,False,False,False
4968,19.4102,-155.359,10.98,1.82,7.6454,False,False,False
4969,19.3763,-155.3595,8.39,1.62,9.0841,False,False,False
